drugbank_id,name,groups,atc_codes,smiles,logP
DB07883,(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE,experimental,,NC1(C(=O)c2ccccc2)C2CCC(C2)C1c1ccccc1,
DB07884,Opaviraline,experimental,,CCC1C(=O)Nc2ccc(F)cc2N1C(=O)OC(C)C,
DB07885,Talviraline,investigational,,COc1ccc2c(c1)N(C(=O)OC(C)C)C(CSC)C(=S)N2,
DB07887,"(R)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine",experimental,,NC(N)=NCc1ccc(B2OCC(CO)O2)cc1,
DB07888,"3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER",experimental,,COC(=O)CC1CC(c2ccc(O)cc2)=NO1,
DB07889,"(2S)-1-(Dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol",experimental,,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1,
DB07890,4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,experimental,,O=P(O)(O)C=CCCSc1ccccc1O,
DB07891,Estradiol hemisuccinate,experimental,,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC(=O)O,
DB07892,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,experimental,,Cc1c(Sc2ccccc2)n(COCCO)c(=O)[nH]c1=O,
DB07893,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,experimental,,CCCCC(NC(=O)CCC(=O)O)P(=O)(O)Oc1ccccc1,
DB07894,4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,experimental,,O=P(O)(O)C=CCCSc1cc(F)ccc1O,
DB07895,ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID,experimental,,CC(C)CCCC(C)CCCC(C)CC(O)P(=O)(O)O,
DB07896,(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid,experimental,,O=C(O)C(O)c1ccc(O)cc1,
DB07897,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,experimental,,OCCCCCCCCNCO,
DB07898,"(2R)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediyl dibutanoate",experimental,,CCCC(=O)OCC(COP(O)(O)(O)O)OC(=O)CCC,
DB07899,(2S) N-acetyl-L-alanyl-αL-phenylalanyl-chloroethylketone,experimental,,CC(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)CCCl,
DB07900,3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE,experimental,,CC(C)CC(C=O)C(O)C(=O)NO,
DB07901,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,experimental,,Cc1nc(-c2ccccn2)nc(NCCc2ccccc2)c1Cl,
DB07902,"TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE",experimental,,CC(C)(C)OC(=O)Nc1cccnc1C(=O)Nc1nccs1,
DB07903,"3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE",experimental,,CC(C)(C)C(=O)Nc1cccnc1C(=O)Nc1nccs1,
DB07905,Hypothemycin,experimental,,COc1cc(O)c2c(c1)C1OC1CC(O)C(O)C(=O)C=CCC(C)OC2=O,
DB07906,"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL",experimental,,O=[N+]([O-])c1ccc2c(c1)CNC(CO)C2,
DB07907,(2S)-2-HYDROXYOCTANOIC ACID,experimental,,CCCCCCC(O)C(=O)O,
DB07908,7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,experimental,,Cc1c(CCO)c(=O)oc2cc(O)ccc12,
DB07909,"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL",experimental,,O=C(O)CCCNC(=O)c1ccc(C2CCC(c3ccccc3)CC2O)cc1,
DB07910,"(2S)-2-amino-3-phenylpropane-1,1-diol",experimental,,NC(Cc1ccccc1)C(O)O,
DB07911,"(3E)-2,6-DIOXO-6-PHENYLHEX-3-ENOATE",experimental,,O=C([O-])C(=O)C=CCC(=O)c1ccccc1,
DB07912,2-OXOHEPTYLPHOSPHONIC ACID,experimental,,CCCCCC(=O)CP(=O)(O)O,
DB07913,HOMOPHENYLALANINYLMETHANE,experimental,,CC(=O)C(N)CCc1ccccc1,
DB07914,"2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",experimental,,O=C(O)C(O)=CC=CC(=O)c1ccccc1,
DB07916,3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID,experimental,,O=CC(CC(=O)O)NC(=O)C(CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,
DB07917,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,experimental,,c1ccc(C(OC2CCN(CCCc3nnn[nH]3)CC2)c2ccccc2)cc1,
DB07918,2-heptyl-4-hydroxyquinoline N-oxide,experimental,,CCCCCCCc1cc(O)c2ccccc2[n+]1[O-],
DB07919,Harmine,experimental,,COc1ccc2c(c1)[nH]c1c(C)nccc12,
DB07920,N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,experimental,,O=NC(=O)CNS(=O)(=O)c1ccc(-c2ccccc2)cc1,
DB07921,2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide,experimental,,O=NC(=O)CNS(=O)(=O)c1ccc(F)cc1,
DB07922,N-oxo-2-(phenylsulfonylamino)ethanamide,experimental,,O=NC(=O)CNS(=O)(=O)c1ccccc1,
DB07923,octyl alpha-L-altropyranoside,experimental,,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,
DB07925,4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID,experimental,,O=S(CCCCP(=O)(O)O)c1ccccc1O,
DB07926,N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE,experimental,,CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C(CC(=O)NO)CC(C)C,
DB07927,3-[(4-Carboxy-2-hydroxyphenyl)sulfamoyl]-2-thiophenecarboxylic acid,experimental,,O=C(O)c1ccc(NS(=O)(=O)c2ccsc2C(=O)O)c(O)c1,
DB07928,N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE,experimental,,CCCCCCCC(=O)NC1CCOC1=O,
DB07929,"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE",experimental,,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)OCCO3)C(C)(C)C)c1,
DB07930,(3R)-3-HYDROXYDODECANOIC ACID,experimental,,CCCCCCCCCC(O)CC(=O)O,
DB07931,Hexestrol,withdrawn,,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,
DB07932,"dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",experimental,,COC(=O)C1=C(C(=O)OC)C2OC1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,
DB07933,Erteberel,experimental|investigational,,Oc1ccc(C2Oc3ccc(O)cc3C3CCCC32)cc1,
DB07934,[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE,experimental,,O=C(CNS(=O)(=O)C1CCCCC1)NC(CCNc1cc[nH+]cc1)C(=O)N1CCCCC1,
DB07935,"5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile",experimental,,Cc1n[nH]c2ccc(F)c(Oc3cc(C#N)cc(C#N)c3)c12,
DB07936,N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine,experimental,,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCC(N(C)C)C4)cc3)ncc2F)n1C(C)C,
DB07937,"2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine",experimental,,CCCCOc1nc(NCCN2CCOCC2)c2ncn(Cc3c(F)cccc3F)c2n1,
DB07939,N-(3-MERCAPTOPROPANOYL)-D-ALANINE,experimental,,CC(NC(=O)CCS)C(=O)O,
DB07940,"9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE",experimental,,Ic1cccc(CNc2c3c(nc4ccccc24)CCCC3)c1,
DB07941,PH-797804,investigational,,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,
DB07942,2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,experimental,,Fc1ccc(-c2c[nH]nc2-c2ccnc(F)c2)cc1,
DB07943,SD-0006,investigational,,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,
DB07944,N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,experimental,,Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCNc2cc[nH+]cc2)c1,
DB07945,"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid",experimental,,NC(=O)c1cccc(Cn2c3c(c4cccc(C(=O)O)c42)CCCCC3)c1,
DB07946,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",experimental,,NC(N)=NOCCNC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2ccccc2)c1F,
DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,experimental,,O=S(=O)(NCCNCCOCc1ccc(Cl)cc1)c1cccc2cnccc12,
DB07949,"({[(3E)-2'-Oxo-2',7'-dihydro-2,3'-biindol-3(7H)-ylidene]amino}oxy)acetic acid",experimental,,O=C(O)CON=C1C2=CC=CCC2=NC1=C1C(=O)N=C2CC=CC=C21,
DB07950,Indoleacetic acid,experimental,,O=C(O)Cc1c[nH]c2ccccc12,
DB07951,N-(indole-3-acetyl)-L-aspartic acid,experimental,,O=C(O)CC(NC(=O)Cc1c[nH]c2ccccc12)C(=O)O,
DB07952,N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,experimental,,O=C(O)CNC(=O)Cc1c[nH]c2ccccc12,
DB07953,N-[1H-INDOL-3-YL-ACETYL]VALINE ACID,experimental,,CC(C)C(NC(=O)Cc1c[nH]c2ccccc12)C(=O)O,
DB07954,3-isobutyl-1-methyl-7H-xanthine,experimental,,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21,
DB07955,(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE,experimental,,Nc1ccc(CC(=O)OCCBr)c(C=O)c1,
DB07956,[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER,experimental,,CC(C)C(NC(=O)OC(C)(C)C)C(=O)Nc1cccc(Cl)c1C=O,
DB07957,METHYL(2-ACETOXY-2-(2-CARBOXY-4-AMINO-PHENYL))ACETATE,experimental,,COC(=O)C(OC(C)=O)c1ccc(N)cc1C(=O)O,
DB07958,(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID,experimental,,CCCc1cc(CC(=O)O)c2[nH]c(CC(N)=O)cc2c1,
DB07959,3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,experimental,,c1ccc2[nH]c(-c3n[nH]c4ccccc34)nc2c1,
DB07960,"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",experimental,,CC(=O)NC1C(O)C=C(C(=O)O)OC1OCC(C)C,
DB07961,"1-(4-Cyano-phenyl)-3-[2-(2,6-dichloro-phenyl)-1-imino-ethyl]-thiourea",experimental,,N#Cc1ccc(NC(=S)N=C(N)Cc2c(Cl)cccc2Cl)cc1,
DB07962,"METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE",experimental,,COC(=O)CCNC(=O)c1cc(-c2ccc(F)cc2F)cc(I)c1O,
DB07963,"N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE",experimental,,O=C(O)CCNC(=O)c1cc(-c2ccc(F)cc2F)cc(I)c1O,
DB07964,"(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",experimental,,CC#CCOc1ccc(S(=O)(=O)N2CCSC(C)(C)C2C(=O)NO)cc1,
DB07965,6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,experimental,,CN1CCN(CCn2cnc3c(NC4CCCCC4)nc(C#N)nc32)CC1,
DB07966,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,experimental,,N#CCc1ccc(Nc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)cc1,
DB07967,9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,experimental,,N#Cc1nc(Nc2ccccc2OCCCn2ccnc2)c2ncn(C3CCCC3)c2n1,
DB07968,N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA,experimental,,COc1ccc(O)cc1NC(=O)NC(=O)c1ccc(F)cc1Cl,
DB07969,3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,experimental,,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc(O)c4)c3n2)CC1,
DB07970,5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,experimental,,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1,
DB07971,"5-AMINO-2-{4-[(4-AMINOPHENYL)SULFANYL]PHENYL}-1H-ISOINDOLE-1,3(2H)-DIONE",experimental,,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(N)cc4C3=O)cc2)cc1,
DB07972,1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,experimental,,Cc1cccc(-n2cnc3cc(N)ccc32)c1,
DB07973,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,experimental,,COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)c1,
DB07974,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,experimental,,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,
DB07975,"2-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXYLIC ACID",experimental,,O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3cccc(OC(F)(F)F)c3)cc2F)CCC1,
DB07976,3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID,experimental,,COc1cccc(-c2ccc(NC(=O)c3ccsc3C(=O)O)c(F)c2)c1,
DB07977,"3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID",experimental,,O=C(Nc1c(F)cc(-c2cccc(OC(F)(F)F)c2)cc1F)c1ccsc1C(=O)O,
DB07978,"2-({[2,3,5,6-TETRAFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENTA-1,3-DIENE-1-CARBOXYLIC ACID",experimental,,O=C(O)C1=C(C(=O)Nc2c(F)c(F)c(-c3cccc(OC(F)(F)F)c3)c(F)c2F)C=CC1,
DB07979,"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID",experimental,,N=C(Cc1ccc(O)c(O)c1)C(=O)O,
DB07981,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1R)-1-(hydroxymethyl)propyl]acetamide,experimental,,CCC(CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,
DB07982,2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol,experimental,,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)n2)n1C(C)C,
DB07983,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,experimental,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(I)cc1,
DB07985,+/-METHYL 4-(AMINOIMINOMETHYL)-BETA-[3- INH (AMINOIMINO)PHENYL]BENZENE PENTANOATE,experimental,,COC(=O)CC(CCc1ccc(C(=N)N)cc1)c1cccc(C(=N)N)c1,
DB07986,[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,experimental,,O=C(O)CNS(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1,
DB07987,"[2-(5-Mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",experimental,,O=C(CC(NC(=O)OCc1ccccc1)c1ccccc1)Nc1n[nH]c(=S)s1,
DB07988,"2-[3-(5-Mercapto-[1,3,4]thiadiazol-2yl)-ureido]-N-methyl-3-pentafluorophenyl-propionamide",experimental,,CNC(=O)C(Cc1c(F)c(F)c(F)c(F)c1F)NC(=O)Nc1nnc(S)s1,
DB07989,2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER,experimental,,COC(=O)C(CC(C)C)N(O)C(C)=O,
DB07990,"(RP,SP)-O-(2R)-(1-PHENOXYBUT-2-YL)-METHYLPHOSPHONIC ACID CHLORIDE",experimental,,CCC(COc1ccccc1)OP(C)(=O)Cl,
DB07991,N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE,experimental,,CC(CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,
DB07992,Indoxyl sulfate,experimental,,O=S(=O)(O)Oc1c[nH]c2ccccc12,
DB07993,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",experimental,,Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1,
DB07994,"N~3~-[5-(1H-INDOL-6-YL)-2-(PYRIDIN-2-YLMETHOXY)BENZYL]PYRIDINE-2,3-DIAMINE",experimental,,Nc1ncccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccn1,
DB07995,H-89,experimental,,O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12,
DB07996,5-(2-methylpiperazine-1-sulfonyl)isoquinoline,experimental,,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12,
DB07997,N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE,experimental,,CNCCNS(=O)(=O)c1cccc2cnccc12,
DB07999,"{4-[(CARBOXYMETHOXY)CARBONYL]-3,3-DIOXIDO-1-OXONAPHTHO[1,2-D]ISOTHIAZOL-2(1H)-YL}ACETIC ACID",experimental,,O=C(O)COC(=O)c1cc2ccccc2c2c1S(=O)(=O)N(CC(=O)O)C2=O,
DB08000,"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",experimental,,O=C(O)CN1C(=O)c2c(c(C(=O)O)cc3ccccc23)S1(=O)=O,
DB08001,5-(3-{3-[3-HYDROXY-2-(METHOXYCARBONYL)PHENOXY]PROPENYL}PHENYL)-4-(HYDROXYMETHYL)ISOXAZOLE-3-CARBOXYLIC ACID,experimental,,COC(=O)c1c(O)cccc1OCC=Cc1cccc(-c2onc(C(=O)O)c2CO)c1,
DB08003,ISOTHIAZOLIDINONE ANALOG,experimental,,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)C(N)=O,
DB08004,"(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol",experimental,,CC(C)C(CO)Nc1ccc2ncc(-c3cccc(N)c3)n2n1,
DB08005,4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide,experimental,,CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,
DB08006,"N-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",experimental,,Cc1cc(Nc2ccc3cc4ccccc4cc3c2)n2ncnc2n1,
DB08007,(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID,experimental,,O=C(NCc1ccccc1)NCC(O)C(=O)O,
DB08008,"5-methyl-N-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine",experimental,,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1,
DB08009,SU-11652,experimental,,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(Cl)cc32)c1C,
DB08010,"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime",experimental,,O=C1C(=NO)c2c(C=Cc3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2,
DB08011,"(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime",experimental,,O=C1C(=NO)c2cc(F)ccc2N1Cc1cc(F)cc2c1OCOC2,
DB08012,Pirodavir,experimental,,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,
DB08013,(METHYLPYRIDAZINE PIPERIDINE PROPYLOXYPHENYL)ETHYLACETATE,experimental,,CCOC(=O)c1ccc(OCCCC2CCN(c3ccc(C)nn3)CC2)cc1,
DB08014,(METHYLPYRIDAZINE PIPERIDINE BUTYLOXYPHENYL)ETHYLACETATE,experimental,,CCOC(=O)c1ccc(OCCCCC2CCN(c3ccc(C)nn3)CC2)cc1,
DB08015,"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime",experimental,,O=C1C(=NO)c2c(-c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2,
DB08016,"4-(6-CHLORO-2,4-DIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL) BUTYL PHOSPHATE",experimental,,O=c1[nH]c(Cl)c(CCCCOP(=O)(O)O)c(=O)[nH]1,
DB08017,3-METHOXY-6-[4-(3-METHYLPHENYL)-1-PIPERAZINYL]PYRIDAZINE,experimental,,COc1ccc(N2CCN(c3cccc(C)c3)CC2)nn1,
DB08018,"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",experimental,,Cc1cc(N)nc(CC2CNCC2NCCNCc2ccc(Cl)cc2)c1,
DB08019,"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",experimental,,Cc1cc(N)nc(CC2CNCC2NCCNCc2cccc(Cl)c2)c1,
DB08020,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",experimental,,COCc1cc(O)cc2c1OC(c1ccc(O)cc1)C1CCCC21,
DB08021,5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,experimental,,C#CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,
DB08022,"(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",experimental,,N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,
DB08023,"N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine",experimental,,CN(c1nccc(-c2cnc3ccccn23)n1)C1CCCCC1,
DB08024,1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE,experimental,,NCC1CCCN1C(=O)C(N)Cc1ccc(-c2ccccc2)cc1,
DB08025,"N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE",experimental,,COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,
DB08026,"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide",experimental,,CNC(=O)CN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,
DB08027,CAP-1,experimental,,Cc1ccc(NC(=O)NCCSCc2ccc(CN(C)C)o2)cc1Cl,
DB08028,"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",experimental,,C=CCCN=C1NN=C(c2ccc(Cl)cc2)CS1,
DB08029,N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,experimental,,O=C(CN(CCO)S(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,
DB08030,3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide,experimental,,N#Cc1ccc(-c2ccc(OCCC(=O)NO)cc2)cc1,
